iter	MultiClass
0	1.249099267
1	1.136578047
2	1.047552215
3	0.972647486
4	0.9097245761
5	0.8530952026
6	0.8055395716
7	0.7634462449
8	0.7220860926
9	0.6850480366
10	0.6547960292
11	0.627037066
12	0.6021859862
13	0.5769233353
14	0.5564751933
15	0.5321204655
16	0.51056642
17	0.4964512866
18	0.4776190903
19	0.4623288693
20	0.4476152726
21	0.4312323708
22	0.4141495711
23	0.3993467777
24	0.3910263557
25	0.3810791154
26	0.3668779539
27	0.3597576688
28	0.3503136337
29	0.3419972725
30	0.335195624
31	0.3265267689
32	0.3167044036
33	0.3080605347
34	0.3016316064
35	0.2928766934
36	0.2881549161
37	0.2811454543
38	0.2763811148
39	0.2712157331
40	0.2652420246
41	0.2603941001
42	0.2524757694
43	0.2469537785
44	0.2406718368
45	0.2371576908
46	0.2329755549
47	0.2290440651
48	0.2246642024
49	0.2211876434
50	0.216605773
51	0.2112696652
52	0.2076783216
53	0.2040717648
54	0.2001787506
55	0.1961408464
56	0.1943099722
57	0.1907630439
58	0.18857526
59	0.1858997469
60	0.182818571
61	0.1811509764
62	0.1782975341
63	0.1747798732
64	0.1729852994
65	0.1697117896
66	0.1676131496
67	0.1655492819
68	0.1622032547
69	0.1606315102
70	0.1587962505
71	0.15666672
72	0.155266139
73	0.1534041676
74	0.1510953411
75	0.1485659783
76	0.1456653417
77	0.1434591143
78	0.1428220231
79	0.1406146076
80	0.1384372502
81	0.136632745
82	0.1349843885
83	0.132768146
84	0.1311668509
85	0.1292577716
86	0.1270370261
87	0.125714707
88	0.1238920583
89	0.1222218895
90	0.1216593969
91	0.1196201305
92	0.1183997791
93	0.1173401624
94	0.1155923506
95	0.1150287031
96	0.1142649307
97	0.113292233
98	0.111571438
99	0.1109219737
100	0.1096132422
101	0.1082621981
102	0.1060743758
103	0.1047106801
104	0.1034269027
105	0.1027488819
106	0.102252458
107	0.1014597792
108	0.1005641399
109	0.09989820196
110	0.09818122441
111	0.09752161467
112	0.09673753796
113	0.09504567722
114	0.09331103051
115	0.09263465261
116	0.09144689112
117	0.09076926541
118	0.08907173883
119	0.08732193644
120	0.08691116536
121	0.0853990458
122	0.08418721588
123	0.08327829371
124	0.08282920889
125	0.08201340196
126	0.08157017083
127	0.08081692971
128	0.08049106053
129	0.08005270352
130	0.07950994967
131	0.07928125616
132	0.07824676052
133	0.07731852915
134	0.07596768524
135	0.07551727961
136	0.07468788515
137	0.0742276771
138	0.07385700726
139	0.07338187332
140	0.0729141906
141	0.07223485521
142	0.07194595365
143	0.07165841983
144	0.07128638995
145	0.07088425715
146	0.06978553355
147	0.06877295651
148	0.06838664879
149	0.0680508397
150	0.06775958222
151	0.06727563253
152	0.06647268706
153	0.06582467481
154	0.06509775387
155	0.06486127769
156	0.06429977476
157	0.06420008297
158	0.06384774722
159	0.06331228882
160	0.0630334122
161	0.06258353964
162	0.06236336646
163	0.06210706485
164	0.06132439757
165	0.06100480777
166	0.06049443778
167	0.0603491588
168	0.0601179359
169	0.05985126325
170	0.05964773661
171	0.05880027838
172	0.05852631702
173	0.05828162346
174	0.05802791672
175	0.05726120035
176	0.05701079484
177	0.0567419421
178	0.05656261081
179	0.05638744994
180	0.05607680037
181	0.05588084676
182	0.05563187893
183	0.05511090804
184	0.05487007066
185	0.05468754396
186	0.05433226911
187	0.05424488044
188	0.05403892712
189	0.05386771005
190	0.05301695542
191	0.05284522945
192	0.05243271759
193	0.051696517
194	0.0515615649
195	0.05130672312
196	0.05113917772
197	0.05091104493
198	0.05077653769
199	0.05043779275
200	0.05027034854
201	0.05006732812
202	0.04954567531
203	0.04942608536
204	0.0491751233
205	0.04896373701
206	0.04881864394
207	0.04821450232
208	0.04808511838
209	0.04783125501
210	0.0475176486
211	0.04727700519
212	0.04716969796
213	0.0468906138
214	0.04652087706
215	0.04617799949
216	0.0456590067
217	0.04556189139
218	0.04547329054
219	0.0453060693
220	0.04522582601
221	0.04506644617
222	0.04473433031
223	0.04460138578
224	0.04414573481
225	0.04394739189
226	0.04376912587
227	0.04361943041
228	0.04327748942
229	0.04312630755
230	0.04299954856
231	0.04268261526
232	0.04255795258
233	0.04210588471
234	0.04195475283
235	0.04163223655
236	0.04157602759
237	0.04142459019
238	0.04123514662
239	0.04108779631
240	0.04079818294
241	0.04071257564
242	0.04057103631
243	0.04048280232
244	0.04040139883
245	0.04030509108
246	0.03986982794
247	0.03943877837
248	0.03917538873
249	0.03908863795
250	0.03891424035
251	0.03883361443
252	0.03875582735
253	0.03863775717
254	0.03850939625
255	0.03844299526
256	0.0379959595
257	0.03777217339
258	0.03765559386
259	0.03755385913
260	0.03733496809
261	0.03723163564
262	0.03675264251
263	0.0366220058
264	0.03657450263
265	0.03633034189
266	0.03623413036
267	0.03595350293
268	0.03582402515
269	0.03569216535
270	0.03563210275
271	0.03557788778
272	0.0354716237
273	0.03536779219
274	0.03527753078
275	0.03487530586
276	0.03477864672
277	0.03458521569
278	0.03447145783
279	0.03439664363
280	0.03430897423
281	0.03416160094
282	0.03405755404
283	0.03387230286
284	0.03377667859
285	0.03365206675
286	0.03335107132
287	0.03329634292
288	0.03321204289
289	0.03289104739
290	0.03277210547
291	0.03269952059
292	0.03253891322
293	0.03238085986
294	0.03229387316
295	0.03223516608
296	0.0321486108
297	0.03208839098
298	0.03205252044
299	0.0319953487
300	0.03187387658
301	0.03151829653
302	0.03145717783
303	0.03122909058
304	0.03118588741
305	0.0310976013
306	0.03100490627
307	0.03076472165
308	0.03070019906
309	0.03064280469
310	0.03060966079
311	0.03056525065
312	0.03043749447
313	0.03019333441
314	0.03008984923
315	0.03003922334
316	0.02999092141
317	0.02988500728
318	0.02982883732
319	0.02953018515
320	0.02948870773
321	0.02926095361
322	0.02919341172
323	0.02913285941
324	0.02906492396
325	0.02903085335
326	0.02896433207
327	0.02888936718
328	0.02883944869
329	0.02876712408
330	0.02871270302
331	0.02862410468
332	0.02852227944
333	0.02847028281
334	0.02839824438
335	0.0283475587
336	0.02825201653
337	0.02816627415
338	0.02805810539
339	0.02801042512
340	0.02786007618
341	0.02782377001
342	0.02769241877
343	0.02762487613
344	0.02757372134
345	0.02752292866
346	0.0274974228
347	0.02743953821
348	0.02731641945
349	0.02721341508
350	0.02690762393
351	0.02683014002
352	0.02674905455
353	0.02662853875
354	0.02658393576
355	0.02648616465
356	0.02644765119
357	0.02638261505
358	0.02615589145
359	0.02610308495
360	0.02584085985
361	0.02575120538
362	0.02563533114
363	0.02556534461
364	0.0253709628
365	0.02533789169
366	0.02522469382
367	0.02516052453
368	0.02511636962
369	0.02508170319
370	0.0250419825
371	0.02499396449
372	0.02491170029
373	0.02486098767
374	0.02481833633
375	0.02468345775
376	0.02463875369
377	0.02459336065
378	0.02440748744
379	0.02437535322
380	0.02411014045
381	0.02398764709
382	0.02392848546
383	0.02389711537
384	0.0237822862
385	0.02376415694
386	0.02364884319
387	0.02346842554
388	0.02344331592
389	0.02339108861
390	0.0233507668
391	0.02328425319
392	0.02314259939
393	0.02305786444
394	0.0230154601
395	0.02297092506
396	0.02280212281
397	0.02273685425
398	0.02270267797
399	0.022567579
400	0.02254364298
401	0.02248562638
402	0.02240782096
403	0.02237152592
404	0.02229882485
405	0.022267096
406	0.02222677674
407	0.02219666546
408	0.02214523232
409	0.02202939454
410	0.02197054175
411	0.02192189447
412	0.02188505757
413	0.02183964854
414	0.0217949447
415	0.02175391727
416	0.02173498298
417	0.02169638401
418	0.0216726356
419	0.02164674108
420	0.02162166019
421	0.02159194182
422	0.02150543047
423	0.02131406097
424	0.02121242703
425	0.02111707517
426	0.02102701116
427	0.02099036787
428	0.02096596886
429	0.0209216064
430	0.02080683179
431	0.02077587337
432	0.02072288252
433	0.02045160279
434	0.02038512228
435	0.0203578547
436	0.02029442001
437	0.02023424131
438	0.02018204217
439	0.02014191928
440	0.02011336789
441	0.02004690549
442	0.01993333929
443	0.01990188143
444	0.01982342454
445	0.01977913873
446	0.01974384975
447	0.01970853382
448	0.01969190449
449	0.01963715036
450	0.01956654936
451	0.0195369132
452	0.01951774628
453	0.01950042878
454	0.01946383954
455	0.01940014345
456	0.01937487762
457	0.01935981144
458	0.01931621565
459	0.01930410828
460	0.01925097258
461	0.01920580491
462	0.01914166386
463	0.01912274786
464	0.01901574266
465	0.01888346059
466	0.01878198203
467	0.01869216447
468	0.01857895152
469	0.0184592102
470	0.0184182318
471	0.01839649827
472	0.01837723926
473	0.01835176239
474	0.01823463089
475	0.01819126312
476	0.01811716644
477	0.01809814963
478	0.01807641624
479	0.01805104017
480	0.01800823345
481	0.01795023778
482	0.01790244999
483	0.01786452002
484	0.01783972414
485	0.01782147214
486	0.01779789621
487	0.01768373325
488	0.01765328269
489	0.01761275792
490	0.01758532611
491	0.0175424106
492	0.01752555708
493	0.01749672494
494	0.01747628711
495	0.01743897585
496	0.01739502126
497	0.01732161238
498	0.01730467645
499	0.01729898479
500	0.01728307495
501	0.01719851402
502	0.01716281522
503	0.01709025492
504	0.01706604605
505	0.01704105112
506	0.01702153732
507	0.01699110043
508	0.01695695857
509	0.01692448038
510	0.01690011808
511	0.01687518743
512	0.01683852492
513	0.01673914532
514	0.01670285183
515	0.01658507675
516	0.0165663785
517	0.0164964361
518	0.01647266164
519	0.01646604979
520	0.01642527269
521	0.01640577188
522	0.01637106376
523	0.01634987268
524	0.01632144889
525	0.01629916666
526	0.01626550307
527	0.01611940098
528	0.01609071479
529	0.01607423559
530	0.01599193249
531	0.01594589794
532	0.01587478907
533	0.01585259474
534	0.0158083492
535	0.0157808726
536	0.01576633434
537	0.01566858297
538	0.01564449747
539	0.01560004216
540	0.01557854834
541	0.01556518444
542	0.01554290521
543	0.01551447606
544	0.01549264552
545	0.01547635304
546	0.01545739037
547	0.01543836304
548	0.01539369655
549	0.01536404331
550	0.01532988776
551	0.01530107491
552	0.01527792868
553	0.01525494054
554	0.01523537006
555	0.01514061027
556	0.01511759346
557	0.01509860097
558	0.01508060274
559	0.01502916788
560	0.0149928453
561	0.01490792066
562	0.0149002174
563	0.01488266686
564	0.01486643785
565	0.01484382856
566	0.01481371381
567	0.0147702402
568	0.01475033149
569	0.01473179842
570	0.0147036432
571	0.01459981079
572	0.01458281863
573	0.01456729745
574	0.01455469938
575	0.0145392851
576	0.01451650495
577	0.01449837847
578	0.01447794178
579	0.01446543007
580	0.01440601913
581	0.01438067091
582	0.0143577627
583	0.01432593956
584	0.01429813319
585	0.01426650005
586	0.01423346943
587	0.01419195538
588	0.01417031008
589	0.01414883166
590	0.01410625491
591	0.01406432015
592	0.01397699361
593	0.01393033731
594	0.01390489864
595	0.01388642057
596	0.01381917133
597	0.0138100891
598	0.01377157252
599	0.01375489521
600	0.01373214265
601	0.0137262065
602	0.01372150933
603	0.01370148243
604	0.0136826059
605	0.01365557591
606	0.01362536238
607	0.01358804032
608	0.01356667909
609	0.01354140786
610	0.01352834711
611	0.01350388717
612	0.01349821295
613	0.01345638316
614	0.01344373502
615	0.01342397293
616	0.01340853311
617	0.01339638076
618	0.01338827099
619	0.01334795921
620	0.01329610266
621	0.0132681968
622	0.01325412938
623	0.01323441553
624	0.01321107179
625	0.0132003432
626	0.01316222621
627	0.01313988506
628	0.01305350032
629	0.01301982144
630	0.01300998149
